"ID","Address","Latitude","Longitude","IsAStudio","Beds","Baths","Size","SizeUnit","LotSize","LotSizeUnit","BuiltInYear"
15076711,"1 Daniel Burnham Ct APT 1404, San Francisco, CA",37786755,-122422500,False,2.0,2.0,1009.0,"sqft","","",1988.0
15068514,"1177 California St APT 702, San Francisco, CA",37791089,-122413658,False,1.0,1.0,511.0,"sqft","","",1978.0
15161351,"157 Winfield St, San Francisco, CA",37742237,-122418547,True,"","",1375.0,"sqft",1742.0,"sqft",1907.0
15133668,"815 Laguna Honda Blvd, San Francisco, CA",37743955,-122456084,False,2.0,1.5,1791.0,"sqft",3345.0,"sqft",1935.0
15133807,"644 Laguna Honda Blvd, San Francisco, CA",37745140,-122457306,False,"",2.5,1945.0,"sqft",3685.0,"sqft",1927.0
111932542,"1355 Pacific Ave UNIT 403, San Francisco, CA",37795295,-122417541,False,1.0,1.0,880.0,"sqft","","",2010.0
79846666,"555 4th St UNIT 513, San Francisco, CA",37779422,-122396712,False,2.0,2.0,1177.0,"sqft","","",2006.0
15070544,"1051-1053 Francisco St, San Francisco, CA",37803239,-122422458,False,5.0,6.0,4650.0,"sqft",4726.0,"sqft",1953.0
15080315,"2953 Broderick St, San Francisco, CA",37797633,-122444344,False,2.0,2.5,1876.0,"sqft",1637.0,"sqft",1923.0
69817957,"767 Bryant St APT 407, San Francisco, CA",37776354,-122401570,False,1.0,2.0,908.0,"sqft","","",2002.0
15063505,"740 Francisco St, San Francisco, CA",37804420,-122417389,False,"",2.0,1430.0,"sqft",2435.0,"sqft",1948.0
80752101,"60 Rausch St APT 401, San Francisco, CA",37776125,-122409677,False,3.0,2.5,1703.0,"sqft","","",2002.0
61288494,"400 Alemany Blvd APT 12, San Francisco, CA",37733174,-122414551,False,2.0,1.5,1048.0,"sqft","","",2003.0
15191204,"56 Restani Way, San Francisco, CA",37718088,-122443457,False,"",2.0,1540.0,"sqft",2356.0,"sqft",1954.0
80730869,"260 King St UNIT 817, San Francisco, CA",37777191,-122393394,False,"",1.0,759.0,"sqft","","",2004.0
15149005,"251-253 Missouri St, San Francisco, CA",37763202,-122396270,False,7.0,6.0,2904.0,"sqft",2482.0,"sqft",1900.0
64971857,"1436 Vallejo St, San Francisco, CA",37797200,-122421035,False,"",5.0,4554.0,"sqft",1920.0,"sqft",1925.0
2100695466,"980 Baker St APT 3, San Francisco, CA",37780437,-122441474,False,3.0,2.0,1758.0,"sqft","","",1961.0
15143661,"2253-2255 15TH St, San Francisco, CA",37765546,-122434375,False,"",2.0,2088.0,"sqft",4312.0,"sqft",1905.0
123174799,"1080 Sutter St APT 1003, San Francisco, CA",37788066,-122418065,False,2.0,1.0,753.0,"sqft","","",2013.0
15124706,"2647 43rd Ave, San Francisco, CA",37737279,-122501408,False,3.0,2.0,1232.0,"sqft",2996.0,"sqft",1948.0
15111963,"870 Pacheco St, San Francisco, CA",37754014,-122469527,False,3.0,4.0,1983.0,"sqft",3798.0,"sqft",1940.0
2126960082,"355 1st St UNIT 1905, San Francisco, CA",37787029,-122393638,False,1.0,1.0,691.0,"sqft","","",2004.0
15195766,"297 Sagamore St, San Francisco, CA",37711162,-122462003,"","","","","","","",""
59779139,"2020 Stockton St, San Francisco, CA",37804563,-122409793,False,3.0,2.0,1786.0,"sqft","","",1952.0
15120641,"2340 29th Ave, San Francisco, CA",37743660,-122486153,False,4.0,2.0,1805.0,"sqft",3484.0,"sqft",1927.0
79844263,"555 4th St, San Francisco, CA",37779422,-122396712,False,1.0,1.0,670.0,"sqft",1.0,"ac",2006.0
80749465,"16 Jennifer Pl, San Francisco, CA",37780017,-122402328,False,2.0,"",1367.0,"sqft","","",2000.0
15090783,"326 29th Ave, San Francisco, CA",37783151,-122488922,False,3.0,1.0,1675.0,"sqft",3049.0,"sqft",1910.0
15134585,"132 Marietta Dr, San Francisco, CA",37740617,-122448119,False,2.0,1.0,750.0,"sqft",2613.0,"sqft",1943.0
15185372,"2711 Diamond St, San Francisco, CA",37735889,-122434112,False,"",1.0,1022.0,"sqft",2012.0,"sqft",1900.0
15137378,"287 Brentwood Ave, San Francisco, CA",37732494,-122460211,False,4.0,4.5,4544.0,"sqft",6098.0,"sqft",1927.0
15131271,"681 Panorama Dr, San Francisco, CA",37753465,-122452131,False,3.0,2.0,1237.0,"sqft",3049.0,"sqft",1957.0
15124281,"2559 44th Ave, San Francisco, CA",37738891,-122502597,False,2.0,1.0,1214.0,"sqft",3000.0,"sqft",1945.0
15152280,"2127 24th St, San Francisco, CA",37753090,-122401105,False,"",1.0,1345.0,"sqft","","",1900.0
89239837,"338 Spear St UNIT 10B, San Francisco, CA",37789533,-122390371,False,2.0,2.0,1316.0,"sqft","","",2009.0
15184648,"2563 Diamond St, San Francisco, CA",37737921,-122434410,False,3.0,2.0,1885.0,"sqft",2500.0,"sqft",1950.0
15125990,"2754 39th Ave, San Francisco, CA",37735490,-122496329,False,3.0,2.0,1350.0,"sqft",3000.0,"sqft",1948.0
15125727,"496 Crestlake Dr, San Francisco, CA",37735772,-122489950,False,4.0,4.0,3085.0,"sqft",7426.0,"sqft",1931.0
2102906272,"444 Linden St, San Francisco, CA",37776170,-122425300,"","","","","","","",""
15134945,"27 Gaviota Way, San Francisco, CA",37739232,-122447580,False,3.0,3.0,2155.0,"sqft",2526.0,"sqft",1942.0
15182288,"74 Newburg St, San Francisco, CA",37745818,-122434713,False,4.0,2.0,1625.0,"sqft",1598.0,"sqft",1941.0
15196864,"20 Rossmoor Dr, San Francisco, CA",37730314,-122473000,False,3.0,2.5,2076.0,"sqft",3311.0,"sqft",1939.0
15090866,"323-325 25TH Ave, San Francisco, CA",37783380,-122485309,False,2.0,1.0,3130.0,"sqft",2996.0,"sqft",1923.0
15104925,"1459 31st Ave, San Francisco, CA",37760017,-122490103,False,4.0,2.0,2281.0,"sqft",3001.0,"sqft",1937.0
15149654,"1324 20th St, San Francisco, CA",37760291,-122394893,False,2.0,1.0,1000.0,"sqft",1646.0,"sqft",1925.0
15103550,"1394-1396 34TH Ave, San Francisco, CA",37761142,-122492858,False,"",2.0,2024.0,"sqft",1437.0,"sqft",1946.0
15124522,"2646-2648 Great Hwy, San Francisco, CA",37737392,-122506065,False,4.0,2.0,2550.0,"sqft",2674.0,"sqft",1948.0
15173423,"187 Tucker Ave, San Francisco, CA",37716222,-122407819,False,3.0,1.0,1060.0,"sqft",2500.0,"sqft",1949.0
15120712,"2343 30th Ave, San Francisco, CA",37743553,-122487877,False,2.0,1.0,1340.0,"sqft",3049.0,"sqft",1938.0
15183874,"126-128 Randall St, San Francisco, CA",37739965,-122426166,False,5.0,4.0,2430.0,"sqft",2500.0,"sqft",1986.0
64972332,"499 33rd Ave APT 103, San Francisco, CA",37779990,-122493690,False,2.0,2.0,1375.0,"sqft","","",2004.0
15131869,"1950 8th Ave, San Francisco, CA",37751815,-122463924,False,4.0,4.0,3673.0,"sqft",7775.0,"sqft",1925.0
64972342,"499 33rd Ave APT 310, San Francisco, CA",37779990,-122493690,False,3.0,"",1751.0,"sqft","","",2004.0
15119410,"2223 27th Ave, San Francisco, CA",37745903,-122484820,False,3.0,2.0,2378.0,"sqft",3001.0,"sqft",1940.0
124397860,"2200 Market St APT 202, San Francisco, CA",37765724,-122431383,False,1.0,1.5,916.0,"sqft","","",2014.0
15149594,"730-732 Tennessee St, San Francisco, CA",37762502,-122389995,False,"",2.0,2270.0,"sqft",2495.0,"sqft",1900.0
15147178,"456 Elizabeth St, San Francisco, CA",37752523,-122431083,False,2.0,2.0,1410.0,"sqft",2905.0,"sqft",1934.0
80732939,"125 Gilbert St APT 17, San Francisco, CA",37773223,-122401916,False,1.0,1.5,1047.0,"sqft","","",1996.0
15188349,"1988 Alemany Blvd, San Francisco, CA",37720440,-122439690,False,3.0,1.0,1466.0,"sqft",1646.0,"sqft",1939.0
15199248,"135 Red Rock Way APT 112L, San Francisco, CA",37746221,-122441968,False,1.0,1.0,830.0,"sqft","","",1972.0
15124103,"2514 40th Ave, San Francisco, CA",37739858,-122497704,False,3.0,2.0,1490.0,"sqft",3049.0,"sqft",1945.0
15156497,"1455 Oakdale Ave, San Francisco, CA",37732869,-122387815,False,5.0,3.0,1594.0,"sqft",2495.0,"sqft",1964.0
15146666,"979 Dolores St, San Francisco, CA",37753745,-122424926,False,3.0,2.0,1405.0,"sqft","","",1907.0
2101331127,"1408 31st Ave APT 303, San Francisco, CA",37760994,-122489700,False,2.0,2.0,1424.0,"sqft","","",2008.0
119685789,"1268 Dolores St, San Francisco, CA",37749056,-122425024,False,2.0,2.0,1850.0,"sqft","","",2012.0
59700180,"3316 California St APT 3, San Francisco, CA",37787260,-122449170,False,4.0,3.0,1779.0,"sqft","","",2000.0
15114102,"1922 42nd Ave, San Francisco, CA",37750815,-122500625,False,2.0,1.0,1076.0,"sqft",3000.0,"sqft",1952.0
15164199,"501 Crescent Ave, San Francisco, CA",37735041,-122416045,True,"","",960.0,"sqft",1751.0,"sqft",1905.0
15163943,"580 Prentiss St, San Francisco, CA",37736075,-122412513,False,2.0,1.0,918.0,"sqft",1750.0,"sqft",1951.0
96043590,"300 Berry St UNIT 720, San Francisco, CA",37773929,-122396240,False,1.0,1.0,659.0,"sqft","","",2008.0
15155751,"1546 Innes Ave, San Francisco, CA",37739068,-122387681,False,2.0,2.0,1629.0,"sqft",2500.0,"sqft",1938.0
15163518,"201 Holly Park Cir, San Francisco, CA",37737764,-122418634,False,3.0,2.0,2250.0,"sqft",1712.0,"sqft",1910.0
123597964,"829 Folsom St UNIT 906, San Francisco, CA",37781154,-122401649,False,"","",557.0,"sqft","","",2010.0
15127442,"300 Castro St, San Francisco, CA",37763918,-122435614,False,4.0,3.0,2451.0,"sqft",4691.0,"sqft",1900.0
15196201,"130 Shakespeare St, San Francisco, CA",37708635,-122462835,False,7.0,14.0,1308.0,"sqft",2500.0,"sqft",2015.0
15161805,"183 Bocana St, San Francisco, CA",37740976,-122417224,False,"",1.0,1275.0,"sqft",2500.0,"sqft",1922.0
15182023,"1381 Sanchez St, San Francisco, CA",37747076,-122428941,False,4.0,3.0,2000.0,"sqft",1999.0,"sqft",1900.0
15081147,"2955 Pacific Ave, San Francisco, CA",37791900,-122443975,False,3.0,2.0,2160.0,"sqft","","",1995.0
15143800,"30 Abbey St, San Francisco, CA",37763451,-122427635,False,3.0,2.0,1115.0,"sqft","","",1900.0
15197241,"312 Stratford Dr, San Francisco, CA",37719559,-122473829,False,"",1.0,1287.0,"sqft",4342.0,"sqft",1941.0
79845444,"988 Fulton St APT 326, San Francisco, CA",37778057,-122432510,False,1.0,1.0,417.0,"sqft","","",1999.0
96023008,"397 Valley St, San Francisco, CA",37744121,-122430900,False,2.0,1.0,931.0,"sqft","","",1950.0
15074558,"2684-2686 Sacramento St, San Francisco, CA",37789686,-122437098,False,"","",2840.0,"sqft",2674.0,"sqft",1900.0
119685072,"574 Natoma St APT 302, San Francisco, CA",37779014,-122409446,True,"",1.0,370.0,"sqft","","",2012.0
15134804,"571 Myra Way, San Francisco, CA",37738625,-122450835,False,3.0,1.5,1460.0,"sqft",2169.0,"sqft",1949.0
15195952,"3089 San Jose Ave, San Francisco, CA",37709566,-122457217,False,"",1.0,1050.0,"sqft",1999.0,"sqft",1938.0
15200513,"155 Arbor St, San Francisco, CA",37736967,-122437193,False,3.0,1.0,1550.0,"sqft",2400.0,"sqft",1937.0
79846985,"555 4th St UNIT 728, San Francisco, CA",37779048,-122397178,False,1.0,1.0,671.0,"sqft","","",2006.0
2100784055,"55 1/2 Lucy St, San Francisco, CA",37729980,-122393157,False,2.0,1.0,1000.0,"sqft","","",""
15108109,"4116-4118 Moraga St, San Francisco, CA",37755014,-122507015,False,4.0,"",1460.0,"sqft",3049.0,"sqft",1910.0
15079269,"591-595 Waller St, San Francisco, CA",37770560,-122433330,False,"",7.0,7240.0,"sqft",2696.0,"sqft",1900.0
15184744,"2 College Ter, San Francisco, CA",37734448,-122425856,False,2.0,2.0,1606.0,"sqft",1716.0,"sqft",1915.0
15158058,"2015 Thomas Ave, San Francisco, CA",37734273,-122398821,False,3.0,1.0,1512.0,"sqft",2796.0,"sqft",1941.0
15170822,"445 Persia Ave, San Francisco, CA",37721458,-122432181,False,4.0,2.0,1435.0,"sqft",2613.0,"sqft",1955.0
15121661,"2471 43rd Ave, San Francisco, CA",37740591,-122501641,False,2.0,1.0,1275.0,"sqft",3000.0,"sqft",1940.0
15146597,"3615 22nd St, San Francisco, CA",37754704,-122428164,False,3.0,2.5,1519.0,"sqft","","",1911.0
15178123,"1143 Naples St, San Francisco, CA",37712673,-122436874,False,5.0,3.0,3034.0,"sqft",3049.0,"sqft",1920.0
15146014,"62-64 Fair Oaks St, San Francisco, CA",37755706,-122424652,False,"",2.0,1816.0,"sqft",2583.0,"sqft",1900.0
15162638,"116 Eugenia Ave, San Francisco, CA",37741436,-122420620,False,2.0,1.0,1075.0,"sqft",1751.0,"sqft",1900.0
15167131,"155 Somerset St, San Francisco, CA",37729580,-122408459,False,2.0,1.0,1550.0,"sqft",3000.0,"sqft",1937.0
79841626,"6542 Fulton St, San Francisco, CA",37771905,-122502038,False,2.0,1.0,994.0,"sqft","","",1937.0
119685425,"235 Waller St APT 5, San Francisco, CA",37771232,-122427551,"","","","","","","",""
15084949,"1912 Golden Gate Ave, San Francisco, CA",37778500,-122442563,False,3.0,2.0,1154.0,"sqft",3436.0,"sqft",1900.0
2099928615,"310 Carolina St UNIT 404, San Francisco, CA",37764669,-122400656,False,2.0,2.5,1243.0,"sqft","","",2015.0
15072997,"1896 Pacific Ave APT 802, San Francisco, CA",37794706,-122426347,False,2.0,2.5,2272.0,"sqft","","",1924.0
89236856,"1049 Dolores St APT 4, San Francisco, CA",37752658,-122424819,False,2.0,1.0,904.0,"sqft","","",1960.0
15144135,"3657-3661 17TH St, San Francisco, CA",37762719,-122427562,False,"",4.0,5720.0,"sqft",2495.0,"sqft",1907.0
15129033,"547 Oak Park Dr, San Francisco, CA",37756130,-122460657,False,2.0,2.0,1245.0,"sqft",3624.0,"sqft",1962.0
125156575,"1915 Diamond St, San Francisco, CA",37742141,-122435111,False,"",1.0,2200.0,"sqft",4316.0,"sqft",1910.0
15190222,"414 Shields St, San Francisco, CA",37718115,-122466560,False,2.0,1.0,781.0,"sqft",2495.0,"sqft",1946.0
15163654,"281 Richland Ave, San Francisco, CA",37735998,-122420814,False,3.0,2.0,1300.0,"sqft",1937.0,"sqft",1900.0
15195221,"124 Saint Charles Ave, San Francisco, CA",37711739,-122469627,False,3.0,2.0,1305.0,"sqft",3497.0,"sqft",1938.0
15187023,"501 Junipero Serra Blvd, San Francisco, CA",37728731,-122471256,False,4.0,2.0,2327.0,"sqft",9147.0,"sqft",1924.0
61325251,"18 Colonial Way APT 2, San Francisco, CA",37728700,-122440609,False,3.0,2.0,1640.0,"sqft","","",2003.0
67394949,"1452 Bush St UNIT 1, San Francisco, CA",37788838,-122421268,False,2.0,2.5,1176.0,"sqft","","",2004.0
15193859,"265 Minerva St, San Francisco, CA",37715491,-122461202,False,2.0,1.5,967.0,"sqft",3123.0,"sqft",1940.0
15134099,"521 Magellan Ave, San Francisco, CA",37744034,-122466614,False,2.0,1.0,1216.0,"sqft",3920.0,"sqft",1920.0
15064640,"1047-1049 Lombard St, San Francisco, CA",37801889,-122418704,True,"","",4102.0,"sqft",3049.0,"sqft",1948.0
15173186,"3524-3526 San Bruno Ave, San Francisco, CA",37717460,-122400260,False,5.0,2.0,2250.0,"sqft",1668.0,"sqft",1908.0
111710714,"723 Taylor St # 501, San Francisco, CA",37789192,-122412231,False,1.0,1.0,677.0,"sqft","","",2010.0
15079836,"2146 Bay St, San Francisco, CA",37802227,-122442439,False,2.0,4.5,1500.0,"sqft",3436.0,"sqft",1925.0
15191699,"55 Mount Vernon Ave, San Francisco, CA",37715268,-122443871,False,"",1.0,930.0,"sqft",1912.0,"sqft",1925.0
15169434,"184 London St, San Francisco, CA",37726328,-122432852,False,3.0,1.0,750.0,"sqft",2495.0,"sqft",1910.0
15120387,"2339 20th Ave, San Francisco, CA",37744092,-122477170,False,3.0,2.0,1425.0,"sqft",3000.0,"sqft",1924.0
15127373,"4 Ord Ct, San Francisco, CA",37763598,-122439848,False,2.0,2.0,1170.0,"sqft",1232.0,"sqft",1900.0
15151294,"2874 23rd St, San Francisco, CA",37754595,-122409835,False,"",1.0,1167.0,"sqft",2596.0,"sqft",1900.0
15146224,"419 Hill St, San Francisco, CA",37755283,-122430545,False,3.0,2.0,2000.0,"sqft",2848.0,"sqft",1908.0
15147528,"75 Folsom St APT 801, San Francisco, CA",37789800,-122389765,False,2.0,2.0,1287.0,"sqft","","",1991.0
15072128,"1438 Green St UNIT 5A, San Francisco, CA",37798116,-122422880,False,2.0,2.0,1206.0,"sqft","","",1998.0
15068592,"1177 California St APT 304, San Francisco, CA",37791089,-122413658,False,1.0,1.0,645.0,"sqft","","",1977.0
15125969,"2771 38th Ave, San Francisco, CA",37735233,-122495898,False,3.0,2.0,1655.0,"sqft",3001.0,"sqft",1948.0
15068039,"1170 Sacramento St APT 9B, San Francisco, CA",37792930,-122412195,False,2.0,2.0,1961.0,"sqft","","",1963.0
15148444,"38 Bryant St APT 606, San Francisco, CA",37787466,-122388980,False,1.0,1.0,582.0,"sqft","","",1994.0
69817917,"200 Brannan St APT 413, San Francisco, CA",37783594,-122390725,False,1.0,2.0,1048.0,"sqft","","",2004.0
2101116542,"2753 Bryant St, San Francisco, CA",37750270,-122408600,False,9.0,3.0,4005.0,"sqft","","",1900.0
2108546010,"1738 Lombard St APT 4, San Francisco, CA",37800910,-122430229,False,2.0,2.0,"","","","",2004.0
15156520,"1497 Palou Ave, San Francisco, CA",37732644,-122389092,False,4.0,3.0,1750.0,"sqft",2500.0,"sqft",1977.0
15142858,"46 Sanchez St, San Francisco, CA",37768490,-122431645,False,3.0,2.0,1515.0,"sqft","","",1906.0
89239642,"349 Frederick St, San Francisco, CA",37766586,-122449058,False,3.0,2.5,2084.0,"sqft","","",1900.0
15161653,"79 Bradford St, San Francisco, CA",37741748,-122409262,False,2.0,2.0,900.0,"sqft",1751.0,"sqft",1933.0
15184555,"382 Surrey St, San Francisco, CA",37735936,-122438508,False,3.0,2.5,1625.0,"sqft",2953.0,"sqft",1966.0
2102385068,"129 Central Ave, San Francisco, CA",37770870,-122443840,False,3.0,2.0,"","","","",1905.0
58532731,"239 Brannan St UNIT 8C, San Francisco, CA",37782575,-122390364,False,2.0,2.0,1321.0,"sqft","","",2002.0
89240177,"451 Kansas St UNIT 631, San Francisco, CA",37764080,-122403289,False,2.0,2.0,928.0,"sqft","","",2007.0
124426156,"2175 Quesada Ave #V, San Francisco, CA",37738178,-122400512,"","","","","",2495.0,"sqft",1900.0
15145308,"4121-4123 20TH St, San Francisco, CA",37757539,-122433070,False,4.0,2.0,2100.0,"sqft",2848.0,"sqft",1900.0
15135197,"280 Dalewood Way, San Francisco, CA",37738566,-122458678,False,3.0,2.5,1941.0,"sqft",3297.0,"sqft",1966.0
2099901370,"1326 Utah St, San Francisco, CA",37752640,-122405600,False,6.0,5.0,2861.0,"sqft","","",""
15140802,"528 Miramar Ave, San Francisco, CA",37726323,-122457891,False,2.0,1.0,1328.0,"sqft",3798.0,"sqft",1919.0
15150465,"825 Rhode Island St, San Francisco, CA",37759320,-122401735,False,4.0,3.5,2882.0,"sqft",2495.0,"sqft",1910.0
2099925746,"738 Long Bridge St #912, San Francisco, CA",37771790,-122394700,False,3.0,3.0,1961.0,"sqft","","",""
80732173,"2080 3rd St APT 8, San Francisco, CA",37763302,-122389100,False,1.0,2.0,998.0,"sqft","","",1998.0
15092065,"455 25th Ave APT 2, San Francisco, CA",37780970,-122485155,False,3.0,2.0,1287.0,"sqft","","",1996.0
80756614,"1011 23rd St APT 2, San Francisco, CA",37755031,-122390251,False,2.0,1.5,1223.0,"sqft","","",2000.0
15163205,"3942 Folsom St, San Francisco, CA",37737742,-122413610,False,3.0,2.5,860.0,"sqft",1742.0,"sqft",1908.0
67394883,"380 10th St UNIT 27, San Francisco, CA",37771683,-122411809,False,2.0,2.0,1305.0,"sqft","","",2004.0
15116499,"2047 44th Ave, San Francisco, CA",37748414,-122503266,False,2.0,1.0,1214.0,"sqft",2996.0,"sqft",1946.0
15197869,"151 Everglade Dr, San Francisco, CA",37731504,-122489116,False,3.0,3.0,1858.0,"sqft",3136.0,"sqft",1950.0
114317753,"301 Mission St APT 30F, San Francisco, CA",37790542,-122395927,False,2.0,2.0,1601.0,"sqft","","",2009.0
15091950,"333-337 20TH Ave, San Francisco, CA",37781556,-122479793,False,4.0,"",2600.0,"sqft",3000.0,"sqft",1907.0
69819708,"260 King St UNIT 421, San Francisco, CA",37777641,-122393417,False,1.0,1.0,695.0,"sqft","","",2004.0
2136213970,"1200 Gough St, San Francisco, CA",37784770,-122424100,False,1.0,1.0,900.0,"sqft","","",1966.0
15158124,"2058 Thomas Ave, San Francisco, CA",37735148,-122399495,False,2.0,1.0,1222.0,"sqft",1972.0,"sqft",1941.0
15134464,"634 Rockdale Dr, San Francisco, CA",37740939,-122450120,False,"",1.0,1150.0,"sqft",3310.0,"sqft",1930.0
2108411930,"3500 19th St, San Francisco, CA",37760100,-122422000,False,2.0,2.5,1500.0,"sqft","","",2013.0
123597388,"667 Shotwell St # A, San Francisco, CA",37757851,-122415629,False,1.0,1.0,1212.0,"sqft","","",1890.0
63153965,"163 Precita Ave, San Francisco, CA",37747528,-122417059,False,3.0,2.0,1290.0,"sqft","","",1900.0
15156770,"2179 Quesada Ave, San Francisco, CA",37738219,-122400582,False,"",1.0,"","",2495.0,"sqft",1900.0
69820035,"760 Treat Ave # 1, San Francisco, CA",37757970,-122413821,False,3.0,2.0,1275.0,"sqft","","",1900.0
15105664,"1444 17th Ave # 101, San Francisco, CA",37760979,-122474469,False,3.0,3.0,1902.0,"sqft","","",1996.0
82786028,"425 1st St UNIT 802, San Francisco, CA",37786041,-122392654,False,2.0,2.0,1309.0,"sqft","","",2008.0
82785952,"2 Mint Plz STE 401, San Francisco, CA",37783241,-122407350,False,2.0,2.0,1245.0,"sqft","","",2009.0
15153012,"118 Jerrold Ave, San Francisco, CA",37728539,-122371160,False,3.0,2.0,1325.0,"sqft","","",1989.0
15064295,"111 Chestnut St APT 702, San Francisco, CA",37804240,-122405509,False,2.0,2.0,1033.0,"sqft","","",1993.0
69819845,"260 King St UNIT 769, San Francisco, CA",37777191,-122393394,False,1.0,1.0,748.0,"sqft","","",2004.0
53734143,"2013 Buchanan St, San Francisco, CA",37788841,-122430713,False,3.0,2.0,2100.0,"sqft",2328.0,"sqft",1999.0
63197193,"3345 17th St APT 5, San Francisco, CA",37763146,-122420502,False,1.0,2.0,878.0,"sqft","","",2002.0
15108159,"4036 Moraga St, San Francisco, CA",37755048,-122506217,False,2.0,1.0,850.0,"sqft",2495.0,"sqft",1941.0
15199198,"215 Red Rock Way APT 306J, San Francisco, CA",37745639,-122442432,False,1.0,1.0,744.0,"sqft","","",1972.0
15093075,"539 44th Ave, San Francisco, CA",37778322,-122505364,False,2.0,1.0,1290.0,"sqft",3000.0,"sqft",1922.0
55004355,"530 Chestnut St APT 407, San Francisco, CA",37804334,-122412450,False,2.0,2.0,1208.0,"sqft","","",2001.0
15164191,"650 Anderson St, San Francisco, CA",37735368,-122415694,False,"",1.0,1000.0,"sqft",1751.0,"sqft",1927.0
15137489,"1100 Monterey Blvd, San Francisco, CA",37730397,-122460959,False,4.0,3.5,2562.0,"sqft",4700.0,"sqft",1930.0
2101167573,"1340 Union St, San Francisco, CA",37798930,-122421388,False,2.0,2.0,1108.0,"sqft","","",1951.0
80748857,"999 16th St APT 17, San Francisco, CA",37766197,-122396560,False,1.0,1.5,1140.0,"sqft","","",1998.0
15192647,"2670 San Jose Ave, San Francisco, CA",37714831,-122451887,False,3.0,1.0,1001.0,"sqft",2613.0,"sqft",1949.0
80746693,"142 Russ St APT 4, San Francisco, CA",37778152,-122407806,False,3.0,2.5,2326.0,"sqft","","",1999.0
15168015,"180 Vienna St, San Francisco, CA",37725652,-122426836,False,"",1.0,432.0,"sqft",2495.0,"sqft",1904.0
15168244,"332 Gambier St, San Francisco, CA",37725141,-122421470,False,3.0,1.0,1435.0,"sqft",2996.0,"sqft",1910.0
2099751356,"551 Hudson Ave #202, San Francisco, CA",37731700,-122374000,False,1.0,1.0,788.0,"sqft","","",""
15081736,"3515 Washington St, San Francisco, CA",37789217,-122450906,False,2.0,3.0,2760.0,"sqft",4464.0,"sqft",1941.0
15191082,"378 Mount Vernon Ave, San Francisco, CA",37718357,-122447720,False,2.0,1.0,1210.0,"sqft",2199.0,"sqft",1939.0
15068874,"1001 Pine St APT 801, San Francisco, CA",37790348,-122412568,False,"",1.0,650.0,"sqft","","",1963.0
116157280,"830 Alabama St # B, San Francisco, CA",37758160,-122411765,False,3.0,2.0,1853.0,"sqft","","",1900.0
116157304,"1480 Golden Gate Ave, San Francisco, CA",37779426,-122434875,False,4.0,2.5,2151.0,"sqft","","",1900.0
2121221385,"925 Larkin St, San Francisco, CA",37786427,-122418222,False,"","",6600.0,"sqft","","",1907.0
15094548,"528 2nd Ave, San Francisco, CA",37778685,-122459484,True,"","",2810.0,"sqft",3049.0,"sqft",1906.0
