"ID","DateOfSale","SalePrice","SalePriceUnit"
2101105851,"12/10/15",1.3,"$M"
15152040,"11/17/15",640000.0,"$"
96043590,"11/30/15",720000.0,"$"
15179059,"12/30/15",95500.0,"$"
15190222,"11/25/15",835000.0,"$"
15107313,"12/15/15",312500.0,"$"
15146014,"12/18/15",1.02,"$M"
2122992200,"11/20/15",2.75,"$M"
2101331127,"12/28/15",890000.0,"$"
15070807,"12/1/15",1.38,"$M"
15170366,"12/18/15",1.0,"$M"
15195952,"12/23/15",625000.0,"$"
15066281,"12/15/15",1.7,"$M"
15143661,"11/19/15",2.3,"$M"
15138442,"2/2/16",1.01,"$M"
2100643449,"12/27/15",1.1,"$M"
53153325,"11/24/15",2.38,"$M"
15133321,"12/1/15",2.35,"$M"
82786211,"12/8/15",900000.0,"$"
15151938,"12/15/15",2.5,"$M"
80752101,"12/11/15",1.88,"$M"
15133056,"12/30/15",760000.0,"$"
15141495,"11/13/15",1.23,"$M"
15100309,"12/18/15",1.46,"$M"
2099925746,"1/20/16",2.0,"$M"
15072997,"12/15/15",250000.0,"$"
15133658,"2/12/16",1.7,"$M"
116156565,"11/25/15",1.23,"$M"
15132481,"11/16/15",850000.0,"$"
123596761,"12/17/15",875000.0,"$"
15186904,"11/24/15",1.06,"$M"
69818990,"12/18/15",1.75,"$M"
15081067,"11/25/15",3.9,"$M"
64972881,"12/31/15",660000.0,"$"
2106229715,"1/19/16",1.24,"$M"
80741376,"11/20/15",1.12,"$M"
15079314,"12/22/15",1.55,"$M"
15120436,"11/16/15",1.41,"$M"
82785995,"11/23/15",960000.0,"$"
15159831,"12/7/15",1.71,"$M"
59779666,"11/13/15",1.5,"$M"
2099829492,"1/15/16",2.5,"$M"
15146149,"11/13/15",4.1,"$M"
53734188,"11/10/15",1.32,"$M"
15101712,"11/18/15",2.02,"$M"
15065727,"11/16/15",720000.0,"$"
15191102,"12/16/15",881500.0,"$"
15077902,"12/10/15",600000.0,"$"
15135197,"11/30/15",1.27,"$M"
15198105,"11/10/15",1.21,"$M"
61288494,"2/11/16",650000.0,"$"
15146597,"11/17/15",1.48,"$M"
116089863,"12/18/15",1.49,"$M"
15153741,"11/16/15",3000.0,"$"
15088722,"12/31/15",6.1,"$M"
15182002,"12/23/15",1.51,"$M"
15131782,"11/18/15",1.03,"$M"
15094710,"11/13/15",1.7,"$M"
15125268,"11/10/15",1.19,"$M"
15199562,"11/20/15",1.55,"$M"
2126960082,"11/20/15",860000.0,"$"
15196408,"11/25/15",1.9,"$M"
119685526,"11/24/15",825000.0,"$"
80738981,"11/16/15",3650.0,"$"
116157065,"11/18/15",1.65,"$M"
15147178,"11/10/15",2.25,"$M"
15084557,"12/31/15",259000.0,"$"
83152921,"11/16/15",1.3,"$M"
15102698,"11/24/15",1.83,"$M"
15066036,"12/31/15",2.6,"$M"
69820035,"12/14/15",1.53,"$M"
15163213,"11/25/15",1.55,"$M"
15138591,"11/10/15",1.4,"$M"
15151414,"12/17/15",1.8,"$M"
15158124,"12/4/15",600000.0,"$"
15080894,"11/25/15",16.0,"$M"
15149005,"12/23/15",1.0,"$"
15066959,"1/14/16",425000.0,"$"
82785876,"12/1/15",790000.0,"$"
15075410,"12/1/15",795000.0,"$"
119685041,"11/18/15",1.1,"$M"
53153496,"11/12/15",1.23,"$M"
80736058,"11/25/15",900000.0,"$"
15188028,"12/7/15",227500.0,"$"
15196864,"12/4/15",1.45,"$M"
15138329,"12/7/15",935000.0,"$"
59779608,"12/11/15",1.08,"$M"
96023008,"11/10/15",1.12,"$M"
15076310,"11/24/15",399000.0,"$"
15108819,"12/18/15",1.25,"$M"
15171998,"11/16/15",770000.0,"$"
15124563,"1/15/16",1.07,"$M"
116155848,"11/10/15",1.77,"$M"
15081273,"12/24/15",1.42,"$M"
15153012,"11/24/15",800000.0,"$"
2101169168,"11/10/15",3.15,"$M"
15195675,"11/20/15",765000.0,"$"
15102413,"12/17/15",1.6,"$M"
15129685,"1/24/16",3.14,"$M"
15184648,"11/30/15",1.9,"$M"
119684869,"11/20/15",680000.0,"$"
15156830,"12/8/15",765000.0,"$"
15150032,"12/4/15",1.57,"$M"
15073090,"1/20/16",4.2,"$M"
15140158,"12/22/15",1.25,"$M"
15140288,"11/30/15",900000.0,"$"
64969894,"12/3/15",1.01,"$M"
63107226,"11/20/15",515000.0,"$"
15196397,"11/16/15",1.45,"$M"
80738317,"12/4/15",1.95,"$M"
64972330,"11/30/15",300000.0,"$"
15137133,"12/30/15",1.7,"$M"
124426156,"12/17/15",220000.0,"$"
15088460,"12/31/15",850000.0,"$"
79846566,"11/10/15",1.19,"$M"
69819469,"11/12/15",645000.0,"$"
79844821,"12/30/15",1.52,"$M"
15072504,"12/8/15",13.1,"$M"
80755560,"12/17/15",1.23,"$M"
124850278,"11/10/15",985000.0,"$"
89239580,"11/23/15",1.05,"$M"
79846075,"12/23/15",1.67,"$M"
15130589,"1/21/16",1.19,"$M"
15070728,"1/6/16",2.5,"$M"
15127261,"12/11/15",1.59,"$M"
89228573,"11/17/15",665000.0,"$"
124397860,"12/8/15",995000.0,"$"
15111172,"12/15/15",1.16,"$M"
15173285,"12/16/15",50000.0,"$"
15128468,"12/10/15",1.88,"$M"
15063471,"12/4/15",710000.0,"$"
80748857,"12/14/15",820000.0,"$"
15163654,"11/24/15",1.0,"$M"
15074647,"12/3/15",2.9,"$M"
15148444,"12/21/15",650000.0,"$"
15181104,"12/22/15",1.45,"$M"
15161351,"12/18/15",1.15,"$M"
15182629,"12/30/15",675000.0,"$"
111931130,"12/3/15",1.28,"$M"
15131253,"11/19/15",1.15,"$M"
15192431,"12/1/15",580000.0,"$"
64972682,"1/3/16",1.12,"$M"
15118633,"12/23/15",968000.0,"$"
15123111,"12/30/15",1.5,"$M"
15095208,"12/3/15",1.83,"$M"
64969444,"1/21/16",980000.0,"$"
15188921,"12/14/15",850000.0,"$"
2100646549,"1/7/16",2.0,"$M"
15153517,"11/23/15",610000.0,"$"
89238700,"12/11/15",1.09,"$M"
69819769,"11/17/15",1.01,"$M"
15119410,"12/1/15",1.6,"$M"
15176924,"1/20/16",600000.0,"$"
15115459,"12/17/15",1.28,"$M"
15109011,"12/30/15",1.01,"$M"
2100695466,"12/22/15",1.75,"$M"
15078815,"12/23/15",1.77,"$M"
15081960,"11/23/15",1.0,"$M"
80735046,"12/3/15",1.27,"$M"
2101167573,"1/25/16",1.25,"$M"
15076699,"12/1/15",795000.0,"$"
2101175813,"12/13/15",835000.0,"$"
15146666,"11/12/15",1.88,"$M"
15087801,"12/1/15",1.8,"$M"
89239862,"11/24/15",635000.0,"$"
2108546010,"1/14/16",1.4,"$M"
15072510,"11/23/15",5.6,"$M"
15130377,"12/16/15",1.05,"$M"
15118743,"12/15/15",1.06,"$M"
15143292,"11/13/15",853000.0,"$"
96013386,"2/3/16",1.23,"$M"
15069628,"11/25/15",3.8,"$M"
15078434,"12/16/15",835000.0,"$"
15103435,"12/18/15",1.25,"$M"
15151012,"12/31/15",980000.0,"$"
15075278,"11/16/15",2.0,"$M"
15200088,"12/15/15",3.6,"$M"
15144135,"11/30/15",1.38,"$M"
15090454,"11/13/15",950000.0,"$"
15146876,"12/18/15",615500.0,"$"
82785952,"11/24/15",1.25,"$M"
15083161,"11/23/15",32.7,"$M"
15184501,"12/23/15",899000.0,"$"
123597388,"2/10/16",775000.0,"$"
80730989,"1/22/16",1.1,"$M"
15140632,"12/11/15",1.11,"$M"
80744434,"12/15/15",980000.0,"$"
15152389,"12/11/15",680000.0,"$"
35972021,"12/29/15",1.0,"$M"
124857832,"11/16/15",1.45,"$M"
2099929310,"1/20/16",321634.0,"$"
15065946,"11/30/15",1.29,"$M"
15144527,"12/11/15",957000.0,"$"
15077602,"12/18/15",810000.0,"$"
15163177,"12/10/15",999000.0,"$"
59718417,"12/2/15",2.38,"$M"
111711144,"12/10/15",1.45,"$M"
125089501,"12/14/15",500.0,"$"
15078423,"11/10/15",1.15,"$M"
15143034,"12/28/15",1.65,"$M"
15126467,"12/15/15",1.11,"$M"
15097709,"11/25/15",1.12,"$M"
15179745,"11/20/15",828000.0,"$"
15080315,"12/18/15",3.0,"$M"
67395015,"12/21/15",542000.0,"$"
52422775,"12/23/15",1.1,"$M"
15144087,"12/10/15",4.8,"$M"
15070544,"12/1/15",9.71,"$M"
15180812,"11/16/15",860000.0,"$"
64972890,"11/20/15",488000.0,"$"
15150570,"12/4/15",1.27,"$M"
15188851,"11/25/15",800000.0,"$"
63197592,"12/7/15",1.1,"$M"
15065140,"1/28/16",976000.0,"$"
15108109,"12/30/15",655000.0,"$"
15139677,"12/8/15",396500.0,"$"
59779481,"12/11/15",1.56,"$M"
63197016,"12/10/15",1.23,"$M"
15092620,"12/10/15",1.7,"$M"
15131869,"12/1/15",2.77,"$M"
15129033,"12/30/15",1.67,"$M"
64972695,"1/7/16",1.57,"$M"
15149594,"12/22/15",2.9,"$M"
15195183,"12/30/15",400000.0,"$"
80732173,"12/17/15",875000.0,"$"
64972578,"12/15/15",1.03,"$M"
114317753,"11/20/15",2.4,"$M"
64971431,"12/4/15",1.82,"$M"
15098770,"12/22/15",600000.0,"$"
15152280,"12/1/15",875000.0,"$"
2101807538,"12/2/15",2.9,"$M"
15111533,"12/2/15",1.65,"$M"
15133303,"12/24/15",184000.0,"$"
15068514,"12/18/15",665000.0,"$"
63196937,"11/30/15",1.41,"$M"
15161653,"12/2/15",875000.0,"$"
69819664,"11/16/15",1.48,"$M"
15129565,"12/23/15",2.1,"$M"
123174799,"11/25/15",770000.0,"$"
15161389,"12/16/15",900000.0,"$"
121337574,"12/4/15",1.0,"$M"
2101153805,"12/2/15",1.15,"$M"
15082200,"12/9/15",738000.0,"$"
15192331,"12/11/15",700000.0,"$"
15198984,"12/18/15",900000.0,"$"
59779827,"12/3/15",750000.0,"$"
15078953,"11/25/15",1.7,"$M"
15124103,"11/20/15",1.02,"$M"
15195766,"12/4/15",375000.0,"$"
15186444,"11/23/15",1.61,"$M"
15183460,"12/11/15",1.06,"$M"
2100651320,"1/5/16",1.21,"$M"
15080238,"12/4/15",5.15,"$M"
15073657,"11/20/15",975000.0,"$"
15105664,"2/8/16",1.6,"$M"
15200386,"12/22/15",1.08,"$M"
54854511,"12/3/15",1.21,"$M"
15101998,"11/24/15",1.5,"$M"
53153575,"11/16/15",1.25,"$M"
64971338,"11/17/15",2.1,"$M"
15078536,"12/15/15",1.5,"$M"
2099901370,"1/15/16",1.2,"$M"
61288416,"12/1/15",335100.0,"$"
64971857,"12/18/15",1.21,"$M"
82816304,"11/25/15",1.25,"$M"
64969840,"12/11/15",906667.0,"$"
15149547,"2/10/16",2.3,"$M"
15139841,"12/29/15",1.54,"$M"
15160509,"12/15/15",1.59,"$M"
80746693,"11/25/15",1.73,"$M"
15067896,"12/15/15",1.68,"$M"
15072128,"12/18/15",1.28,"$M"
15162350,"12/2/15",1.43,"$M"
15069477,"12/18/15",485000.0,"$"
15094520,"12/15/15",785500.0,"$"
116157280,"1/24/16",1.37,"$M"
15092455,"12/8/15",1.83,"$M"
15109410,"12/22/15",851000.0,"$"
54854296,"11/25/15",1.25,"$M"
69820026,"12/18/15",890000.0,"$"
15188382,"12/30/15",1.05,"$M"
80735775,"12/16/15",2.17,"$M"
15147481,"12/11/15",650000.0,"$"
15071286,"12/7/15",1.15,"$M"
15193738,"11/16/15",700000.0,"$"
52932794,"12/14/15",500.0,"$"
15142024,"1/12/16",1.25,"$M"
15165568,"12/3/15",1.04,"$M"
15148222,"12/29/15",525000.0,"$"
69819930,"12/29/15",2.72,"$M"
15150841,"1/4/16",1.42,"$M"
15154660,"11/25/15",525000.0,"$"
15095966,"12/15/15",925000.0,"$"
15129224,"11/20/15",2.4,"$M"
15077403,"12/23/15",958000.0,"$"
15111559,"12/2/15",1.0,"$M"
15154657,"2/4/16",850000.0,"$"
15141355,"11/24/15",1.15,"$M"
15133668,"12/9/15",1.25,"$M"
64969458,"12/1/15",1.6,"$M"
15123597,"11/30/15",1.18,"$M"
15135625,"12/16/15",2.0,"$M"
15064669,"12/31/15",2.19,"$M"
53734143,"12/4/15",1.99,"$M"
15173186,"11/17/15",934000.0,"$"
15068039,"12/3/15",3.8,"$M"
79846985,"11/16/15",788000.0,"$"
15100990,"1/21/16",1.15,"$M"
15067755,"1/10/16",695000.0,"$"
15068580,"12/29/15",738000.0,"$"
15137757,"11/18/15",1.3,"$M"
15142782,"11/20/15",2.9,"$M"
15131186,"12/9/15",1.3,"$M"
79843912,"12/14/15",1.28,"$M"
2100786271,"12/1/15",680000.0,"$"
15064295,"12/17/15",940000.0,"$"
15103602,"12/8/15",1.08,"$M"
80730869,"11/10/15",750000.0,"$"
15147343,"12/17/15",875000.0,"$"
15177425,"11/10/15",830000.0,"$"
79846666,"12/16/15",1.18,"$M"
15195552,"12/16/15",635000.0,"$"
89240293,"12/23/15",949000.0,"$"
15166257,"12/4/15",900500.0,"$"
15084949,"11/16/15",1.77,"$M"
15145308,"11/25/15",2.07,"$M"
15069276,"11/15/15",1.2,"$M"
15178142,"12/2/15",890000.0,"$"
15170822,"12/30/15",950000.0,"$"
15095382,"12/16/15",1.25,"$M"
15075139,"12/11/15",5.05,"$M"
15085630,"12/30/15",1.8,"$M"
15064257,"1/15/16",970000.0,"$"
82786028,"12/22/15",1.34,"$M"
69817953,"12/21/15",769000.0,"$"
15151520,"11/30/15",2.0,"$M"
2100850402,"12/29/15",1.8,"$M"
15179502,"12/4/15",815000.0,"$"
15165922,"1/25/16",910000.0,"$"
2101116542,"1/14/16",1.7,"$M"
15147990,"11/25/15",765000.0,"$"
80737517,"11/25/15",850000.0,"$"
15140890,"1/3/16",1.65,"$M"
83154048,"12/4/15",895000.0,"$"
89237920,"12/22/15",10500.0,"$"
15123671,"12/1/15",650000.0,"$"
15137743,"12/2/15",1.31,"$M"
15093664,"11/20/15",1.75,"$M"
15147628,"12/29/15",778000.0,"$"
15164199,"12/31/15",870000.0,"$"
15144348,"11/24/15",1.6,"$M"
15134099,"11/20/15",1.51,"$M"
15070227,"1/18/16",3.08,"$M"
69817944,"12/22/15",769000.0,"$"
15170571,"11/20/15",855000.0,"$"
15198208,"12/28/15",928000.0,"$"
89237721,"12/1/15",2.2,"$M"
15193805,"1/8/16",750000.0,"$"
53734310,"11/19/15",775000.0,"$"
15195765,"12/3/15",375000.0,"$"
67394607,"12/7/15",875000.0,"$"
69817329,"11/13/15",1.15,"$M"
79841626,"12/8/15",800000.0,"$"
15186111,"12/4/15",728000.0,"$"
15154183,"12/23/15",655000.0,"$"
15125990,"12/9/15",985000.0,"$"
111711124,"11/17/15",1.38,"$M"
15168424,"11/12/15",970000.0,"$"
15145020,"12/16/15",4.8,"$M"
15163952,"12/8/15",725000.0,"$"
111711143,"12/10/15",1.34,"$M"
124852223,"11/12/15",288000.0,"$"
2099929240,"1/20/16",550000.0,"$"
15079269,"12/2/15",1.23,"$M"
15086964,"1/8/16",1.5,"$M"
15177658,"12/23/15",541100.0,"$"
15145355,"11/17/15",2.65,"$M"
15105121,"11/25/15",900000.0,"$"
15139435,"12/24/15",850000.0,"$"
115828655,"12/15/15",1.0,"$M"
80742238,"12/29/15",1.1,"$M"
15168244,"12/7/15",950000.0,"$"
79841585,"11/20/15",1.1,"$M"
15162353,"11/24/15",1.3,"$M"
15114562,"12/23/15",1.4,"$M"
15178871,"11/17/15",738000.0,"$"
15148102,"12/9/15",620000.0,"$"
15182315,"12/23/15",1.4,"$M"
15112775,"12/8/15",76000.0,"$"
15153857,"1/4/16",610000.0,"$"
15079279,"12/9/15",2.7,"$M"
96048518,"12/9/15",1.3,"$M"
2101156735,"1/5/16",1.14,"$M"
15166601,"12/7/15",710000.0,"$"
15191082,"12/4/15",901000.0,"$"
15108727,"12/24/15",1.05,"$M"
15142776,"12/17/15",1.3,"$M"
15180778,"11/10/15",1.38,"$M"
123174904,"12/18/15",1.45,"$M"
2100784055,"12/31/15",2500.0,"$"
15111486,"12/18/15",760000.0,"$"
15066201,"11/16/15",1.21,"$M"
15096577,"1/5/16",945000.0,"$"
15130980,"12/1/15",1.8,"$M"
15189406,"12/24/15",821500.0,"$"
15147936,"12/31/15",800000.0,"$"
15176538,"12/10/15",1.1,"$M"
15137033,"12/16/15",1.08,"$M"
89239837,"11/17/15",1.48,"$M"
19333808,"11/25/15",995000.0,"$"
15078866,"11/10/15",375000.0,"$"
15107837,"12/14/15",925000.0,"$"
15138245,"11/10/15",2.05,"$M"
15151407,"11/18/15",850000.0,"$"
80738064,"12/3/15",750000.0,"$"
15082108,"12/22/15",1.85,"$M"
15094548,"11/25/15",1.45,"$M"
2108411930,"12/29/15",1.73,"$M"
15081395,"12/22/15",825000.0,"$"
15068857,"12/7/15",535000.0,"$"
15080826,"11/25/15",17.1,"$M"
15142858,"12/23/15",1.7,"$M"
15143562,"12/24/15",1.32,"$M"
15153811,"11/23/15",650000.0,"$"
15181250,"12/1/15",4.1,"$M"
15140802,"12/17/15",918000.0,"$"
2101094207,"11/29/15",970000.0,"$"
15120387,"12/9/15",1.1,"$M"
89238407,"11/25/15",1.27,"$M"
80732939,"11/16/15",875000.0,"$"
15148821,"12/10/15",1.04,"$M"
89238425,"12/17/15",945000.0,"$"
15095745,"11/25/15",1.58,"$M"
111710714,"12/2/15",798000.0,"$"
89239815,"11/16/15",1.25,"$M"
82785479,"11/20/15",495000.0,"$"
15077705,"12/1/15",825000.0,"$"
59779139,"12/7/15",1.9,"$M"
15131271,"11/23/15",1.2,"$M"
15075714,"12/22/15",1.35,"$M"
15190928,"11/10/15",718000.0,"$"
15200392,"11/16/15",1.45,"$M"
123597964,"12/7/15",675000.0,"$"
2100831588,"11/19/15",1.16,"$M"
119685072,"11/12/15",478000.0,"$"
63197354,"12/17/15",2.8,"$M"
15086718,"12/3/15",1.05,"$M"
83154302,"11/20/15",325000.0,"$"
15063505,"11/30/15",2.15,"$M"
119584658,"12/29/15",1.26,"$M"
15176077,"11/18/15",570000.0,"$"
15188349,"12/30/15",860000.0,"$"
15133540,"12/2/15",691000.0,"$"
15185003,"12/10/15",2.15,"$M"
15149454,"11/25/15",1.8,"$M"
15097633,"12/1/15",955000.0,"$"
15150325,"12/11/15",1.58,"$M"
69819412,"12/1/15",759000.0,"$"
125088462,"12/17/15",490000.0,"$"
15188390,"12/4/15",925000.0,"$"
15157040,"11/13/15",705000.0,"$"
89240297,"11/20/15",1.2,"$M"
15196060,"11/25/15",700000.0,"$"
15151054,"12/4/15",3.8,"$M"
15134464,"11/20/15",1.01,"$M"
15144738,"12/14/15",95100.0,"$"
15171058,"12/17/15",760000.0,"$"
89240348,"12/23/15",2.75,"$M"
15153617,"2/11/16",430000.0,"$"
64972340,"12/15/15",1.34,"$M"
15093075,"12/17/15",998500.0,"$"
2136213970,"1/10/16",825000.0,"$"
15180236,"11/10/15",5.7,"$M"
80749465,"11/16/15",950000.0,"$"
80741391,"12/31/15",5700.0,"$"
15149093,"12/10/15",1.77,"$M"
15091143,"11/19/15",1.62,"$M"
15172663,"12/7/15",980000.0,"$"
89239433,"1/10/16",1.31,"$M"
2102385068,"12/1/15",1.8,"$M"
82785286,"12/30/15",978000.0,"$"
15107396,"12/9/15",1.35,"$M"
15153753,"1/11/16",875000.0,"$"
15087654,"12/17/15",1.77,"$M"
15145720,"11/23/15",2.67,"$M"
15099387,"12/14/15",5995.0,"$"
15173656,"12/18/15",642000.0,"$"
15125727,"12/30/15",1.6,"$M"
15148902,"12/22/15",1.75,"$M"
89240616,"11/16/15",1.43,"$M"
15084954,"11/24/15",1.1,"$M"
15089098,"11/17/15",4.97,"$M"
15071224,"12/7/15",1.35,"$M"
15193859,"11/12/15",659000.0,"$"
15127090,"11/20/15",1.7,"$M"
2100835351,"12/8/15",1.6,"$M"
15139010,"12/23/15",1.8,"$M"
15122750,"11/25/15",1.02,"$M"
15101817,"12/31/15",1.16,"$M"
15192245,"11/25/15",750000.0,"$"
15131992,"12/22/15",955000.0,"$"
