"ID","Address","Latitude","Longitude","DateOfSale","SalePrice","IsAStudio","Beds","Baths","Size","LotSize","BuiltInYear"
15074558,"2684-2686 Sacramento St, San Francisco, CA",37.789686,-122.437098,"12/8/15",2.71,0.0,"","",2840.0,2674.0,1900.0
15074647,"2619-2621 Sacramento St, San Francisco, CA",37.789373,-122.436057,"12/3/15",2.9,0.0,7.0,5.0,2930.0,2038.0,1900.0
15075139,"2215 California St, San Francisco, CA",37.788944,-122.431099,"12/11/15",5.05,0.0,5.0,6.0,3485.0,3454.0,1900.0
15075278,"2440 Bush St # C, San Francisco, CA",37.786788,-122.437531,"11/16/15",2.0,0.0,3.0,2.5,1810.0,"",1985.0
15075410,"2015 Pine St # A, San Francisco, CA",37.788219,-122.429286,"12/1/15",0.7949999999999999,0.0,1.0,1.0,708.0,"",1900.0
15075714,"1880 Steiner St APT 101, San Francisco, CA",37.786575,-122.43472,"12/22/15",1.35,0.0,2.0,3.0,1332.0,"",1999.0
15076120,"2075 Sutter St APT 507, San Francisco, CA",37.785647,-122.434462,"12/4/15",1.31,0.0,2.0,2.0,1084.0,"",1992.0
15076156,"1533 Sutter St, San Francisco, CA",37.786658,-122.426481,"11/12/15",5.53,0.0,6.0,7.5,7375.0,2748.0,1890.0
15076294,"1450 Post St APT 1006, San Francisco, CA",37.786361,-122.425831,"11/16/15",0.16999999999999998,0.0,"","",545.0,"",1992.0
15076310,"1450 Post St APT 1108, San Francisco, CA",37.786361,-122.425831,"11/24/15",0.39899999999999997,0.0,1.0,1.0,595.0,"",1992.0
15076450,"1483 Sutter St APT 1102, San Francisco, CA",37.78675,-122.424235,"11/19/15",0.69,0.0,1.0,1.0,650.0,"",1993.0
15076699,"1 Daniel Burnham Ct APT 1202, San Francisco, CA",37.786755,-122.4225,"12/1/15",0.7949999999999999,0.0,1.0,1.0,772.0,"",1988.0
15076711,"1 Daniel Burnham Ct APT 1404, San Francisco, CA",37.786755,-122.4225,"12/11/15",0.975,0.0,2.0,2.0,1009.0,"",1988.0
15076978,"66 Cleary Ct APT 1408, San Francisco, CA",37.784298,-122.427058,"12/21/15",0.8949999999999999,0.0,2.0,2.0,1106.0,"",1963.0
15077111,"1200 Gough St APT 22B, San Francisco, CA",37.78482,-122.423994,"1/29/16",0.65,1.0,"",1.0,550.0,"",1966.0
15077403,"1310 Scott St # 40, San Francisco, CA",37.78228,-122.43682,"12/23/15",0.958,0.0,3.0,2.0,1270.0,"",1986.0
15077572,"601 Van Ness Ave APT 48, San Francisco, CA",37.781386,-122.421406,"11/30/15",0.83,0.0,2.0,2.0,1090.0,"",1982.0
15077602,"601 Van Ness Ave APT 78, San Francisco, CA",37.781386,-122.421406,"12/18/15",0.8099999999999999,0.0,2.0,2.0,952.0,"",1982.0
15077705,"601 Van Ness Ave APT 605, San Francisco, CA",37.781386,-122.421406,"12/1/15",0.825,0.0,2.0,2.0,1072.0,"",1982.0
15077725,"601 Van Ness Ave APT 201, San Francisco, CA",37.781386,-122.421406,"1/5/16",0.5549999999999999,0.0,1.0,1.0,750.0,"",1982.0
15077902,"601 Van Ness Ave APT 944, San Francisco, CA",37.781386,-122.421406,"12/10/15",0.6,0.0,1.0,1.0,894.0,"",1982.0
15077929,"601 Van Ness Ave APT 405, San Francisco, CA",37.781386,-122.421406,"12/4/15",0.825,0.0,2.0,2.0,881.0,"",1982.0
15078419,"301 Gough St APT 3, San Francisco, CA",37.776184,-122.423007,"12/4/15",0.8099999999999999,0.0,1.0,1.0,626.0,"",1999.0
15078423,"301 Gough St # G, San Francisco, CA",37.776184,-122.423007,"11/10/15",1.15,0.0,"","",936.0,"",""
15078434,"412-414 Linden St, San Francisco, CA",37.776282,-122.42485,"12/16/15",0.835,0.0,4.0,2.0,2200.0,1297.0,1909.0
15078460,"622-626 Buchanan St, San Francisco, CA",37.775745,-122.427543,"11/12/15",1.25,0.0,"","",2785.0,1637.0,1900.0
15078536,"640 Steiner St, San Francisco, CA",37.775399,-122.432491,"12/15/15",1.5,0.0,2.0,2.0,1593.0,"",1895.0
15078815,"545-547 Oak St, San Francisco, CA",37.77403,-122.428306,"12/23/15",1.77,0.0,5.0,3.0,2610.0,3297.0,1900.0
15078866,"753-755 Oak St, San Francisco, CA",37.773576,-122.431663,"11/10/15",0.375,0.0,"",2.0,2430.0,3781.0,1890.0
15078940,"706 Haight St, San Francisco, CA",37.771865,-122.43405,"11/10/15",1.68,0.0,2.0,2.0,1463.0,"",1997.0
15078953,"789-793 Page St, San Francisco, CA",37.772439,-122.433608,"11/25/15",1.7,0.0,6.0,3.0,3825.0,2247.0,1911.0
15079164,"544 Waller St # 1, San Francisco, CA",37.771145,-122.43275,"12/15/15",1.9,0.0,3.0,3.0,860.0,"",1983.0
15079269,"591-595 Waller St, San Francisco, CA",37.77056,-122.43333,"12/2/15",1.23,0.0,"",7.0,7240.0,2696.0,1900.0
15079279,"101-105 Steiner St, San Francisco, CA",37.769994,-122.431983,"12/9/15",2.7,0.0,"",3.0,6726.0,2735.0,1900.0
15079314,"457-461 Waller St, San Francisco, CA",37.770797,-122.431159,"12/22/15",1.55,1.0,"","",3750.0,3000.0,1900.0
15079585,"3835 Scott St APT 105, San Francisco, CA",37.805235,-122.442515,"12/22/15",1.12,0.0,1.0,1.0,1118.0,"",1928.0
15079836,"2146 Bay St, San Francisco, CA",37.802227,-122.442439,"11/25/15",7.1,0.0,2.0,4.5,1500.0,3436.0,1925.0
15080238,"2646-2648 Greenwich St, San Francisco, CA",37.798286,-122.443351,"12/4/15",5.15,0.0,"",2.0,2692.0,3436.0,1911.0
15080315,"2953 Broderick St, San Francisco, CA",37.797633,-122.444344,"12/18/15",3.0,0.0,2.0,2.5,1876.0,1637.0,1923.0
15080609,"2769 Union St, San Francisco, CA",37.79562,-122.44482,"12/1/15",3.13,0.0,3.0,2.0,2800.0,"",1984.0
15080826,"2780 Broadway St, San Francisco, CA",37.79358,-122.442803,"11/25/15",17.1,0.0,5.0,6.0,6800.0,3460.0,1962.0
15080894,"2950 Pacific Ave, San Francisco, CA",37.792769,-122.444342,"11/25/15",16.0,0.0,7.0,6.5,11500.0,12196.800000000001,1907.0
15081067,"46 Presidio Ave, San Francisco, CA",37.79125,-122.447325,"11/25/15",3.9,0.0,4.0,3.5,2750.0,2705.0,1916.0
15081147,"2955 Pacific Ave, San Francisco, CA",37.7919,-122.443975,"11/16/15",3.65,0.0,3.0,2.0,2160.0,"",1995.0
15081160,"2820 Jackson St, San Francisco, CA",37.791799,-122.44168,"12/14/15",4.0,0.0,5.0,3.5,3212.0,3000.0,1900.0
15081273,"2801 Jackson St # 12, San Francisco, CA",37.791415,-122.441445,"12/24/15",1.42,0.0,2.0,1.0,1330.0,"",1906.0
15081334,"2947 Jackson St, San Francisco, CA",37.79105,-122.44359,"11/30/15",1.87,0.0,3.0,2.0,2100.0,"",1939.0
15081395,"3100 Washington St #6, San Francisco, CA",37.79053,-122.444565,"12/22/15",0.825,0.0,1.0,1.0,808.0,"",1964.0
15081736,"3515 Washington St, San Francisco, CA",37.789217,-122.450906,"12/2/15",3.8,0.0,2.0,3.0,2760.0,4464.0,1941.0
15081960,"2921 Washington St APT 5, San Francisco, CA",37.790535,-122.441409,"11/23/15",1.0,0.0,1.0,1.0,1070.0,"",1916.0
15082108,"3016 Sacramento St, San Francisco, CA",37.78897,-122.442995,"12/22/15",1.85,0.0,2.0,1.5,1408.0,"",1890.0
15082200,"333 Presidio Ave APT 4, San Francisco, CA",37.788551,-122.447336,"12/9/15",0.738,0.0,1.0,1.0,770.0,"",1907.0
15082795,"25-29 Parker Ave #27, San Francisco, CA",37.785632,-122.455073,"11/19/15",1.07,0.0,2.0,2.0,1092.0,"",1909.0
15083161,"1825 Scott St, San Francisco, CA",37.786681,-122.438711,"11/23/15",32.7,0.0,"",1.0,1100.0,1694.0,1900.0
15084143,"270 Ewing Ter, San Francisco, CA",37.779676,-122.449096,"11/20/15",1.57,0.0,2.0,1.0,1250.0,2178.0,1940.0
15084385,"1213 Scott St, San Francisco, CA",37.7813,-122.437649,"11/25/15",1.5,0.0,3.0,1.5,1439.0,"",1900.0
15084557,"26 Rossi Ave, San Francisco, CA",37.77964,-122.456218,"12/31/15",0.259,0.0,7.0,3.0,4361.0,3428.0,1941.0
15084949,"1912 Golden Gate Ave, San Francisco, CA",37.7785,-122.442563,"11/16/15",1.77,0.0,3.0,2.0,1154.0,3436.0,1900.0
15084954,"1954 Golden Gate Ave, San Francisco, CA",37.77842,-122.443073,"11/24/15",1.1,0.0,2.0,1.0,1515.0,"",1895.0
15085630,"650-652 Broderick St, San Francisco, CA",37.77642,-122.439479,"12/30/15",1.8,0.0,8.0,2.0,3350.0,2809.0,1907.0
15085696,"532-534 Lyon St, San Francisco, CA",37.775802,-122.44271,"11/25/15",4.5,0.0,"",2.0,2696.0,3044.0,1904.0
15085726,"1667C-1667B Fulton St, San Francisco, CA",37.775695,-122.444175,"1/21/16",0.822,0.0,"",2.0,1750.0,1437.0,1908.0
15086718,"1260 Haight St APT 5, San Francisco, CA",37.770785,-122.44309,"12/3/15",1.05,0.0,2.0,1.0,1082.0,3438.0,1928.0
15086964,"1576 Waller St, San Francisco, CA",37.768882,-122.45008,"1/8/16",1.5,0.0,3.0,1.0,1668.0,"",1900.0
15087483,"721 Frederick St, San Francisco, CA",37.765465,-122.456295,"12/24/15",0.725,0.0,1.0,1.0,590.0,"",1990.0
15087641,"805-807 Clayton St, San Francisco, CA",37.766773,-122.448261,"12/15/15",2.55,0.0,"","",2950.0,2495.0,1910.0
15087654,"814 Cole St, San Francisco, CA",37.766481,-122.44979,"12/17/15",1.77,0.0,5.0,2.0,3000.0,2687.0,1906.0
15087801,"978 Clayton St, San Francisco, CA",37.76421,-122.44703,"12/1/15",1.8,0.0,2.0,1.0,1585.0,"",1924.0
15088159,"1043-1045 Clayton St, San Francisco, CA",37.763286,-122.447391,"12/22/15",1.21,0.0,"",4.0,5736.0,"",1974.0
15088460,"4855-4857 17TH St, San Francisco, CA",37.761346,-122.450034,"12/31/15",0.85,0.0,"",2.0,2310.0,3009.0,1926.0
15088722,"520 El Camino Del Mar, San Francisco, CA",37.787975,-122.488862,"12/31/15",6.1,0.0,6.0,5.5,4840.0,6926.0,1926.0
15088769,"80 Mclaren Ave, San Francisco, CA",37.786532,-122.48962,"11/25/15",11.6,0.0,4.0,5.0,6473.0,9628.0,1924.0
15089097,"78 22nd Ave, San Francisco, CA",37.786394,-122.481641,"12/23/15",4.3,0.0,4.0,4.5,4017.0,3001.0,1907.0
15089098,"22 22nd Ave, San Francisco, CA",37.786828,-122.481673,"11/17/15",4.97,0.0,5.0,5.0,5610.0,13939.2,1926.0
15090454,"286 27th Ave, San Francisco, CA",37.784078,-122.48693,"11/13/15",0.95,0.0,2.0,1.0,1367.0,"",1924.0
15090770,"2730-2732 Clement St, San Francisco, CA",37.782092,-122.488723,"12/4/15",1.2,0.0,4.0,2.0,3040.0,2538.0,1924.0
15090783,"326 29th Ave, San Francisco, CA",37.783151,-122.488922,"11/25/15",1.5,0.0,3.0,1.0,1675.0,3049.0,1910.0
15090866,"323-325 25TH Ave, San Francisco, CA",37.78338,-122.485309,"11/17/15",1.44,0.0,2.0,1.0,3130.0,2996.0,1923.0
15091143,"262-264 17TH Ave, San Francisco, CA",37.783126,-122.476032,"11/19/15",1.62,0.0,2.0,1.0,3410.0,3000.0,1916.0
15091950,"333-337 20TH Ave, San Francisco, CA",37.781556,-122.479793,"11/18/15",1.75,0.0,4.0,"",2600.0,3000.0,1907.0
15092065,"455 25th Ave APT 2, San Francisco, CA",37.78097,-122.485155,"1/21/16",1.04,0.0,3.0,2.0,1287.0,"",1996.0
15092455,"3535 Clement St, San Francisco, CA",37.781184,-122.497425,"12/8/15",1.83,0.0,4.0,3.0,2500.0,3886.0,1919.0
15092620,"3945 Clement St, San Francisco, CA",37.781101,-122.501742,"12/10/15",1.7,0.0,3.0,2.5,2209.0,2500.0,1930.0
15092835,"149 Seal Rock Dr, San Francisco, CA",37.780446,-122.508816,"11/24/15",0.7,0.0,2.0,1.0,1275.0,2500.0,1941.0
15093047,"554 46th Ave, San Francisco, CA",37.778042,-122.506661,"1/12/16",0.6649999999999999,0.0,2.0,1.0,830.0,644.0,1900.0
15093075,"539 44th Ave, San Francisco, CA",37.778322,-122.505364,"12/17/15",0.9984999999999999,0.0,2.0,1.0,1290.0,3000.0,1922.0
15093237,"586-588 42ND Ave, San Francisco, CA",37.77762,-122.502614,"12/24/15",0.74,0.0,2.0,1.0,864.0,1438.0,1945.0
15093645,"505-507 32ND Ave, San Francisco, CA",37.779468,-122.492435,"12/18/15",1.47,0.0,"",4.0,2376.0,1437.0,1958.0
15093664,"591 29th Ave, San Francisco, CA",37.778174,-122.489141,"11/20/15",1.75,0.0,3.0,2.5,1800.0,1875.0,1936.0
15093745,"591 27th Ave, San Francisco, CA",37.778299,-122.486969,"12/31/15",0.8969999999999999,0.0,2.0,1.0,900.0,1760.0,1915.0
15093965,"2920 Anza St, San Francisco, CA",37.778636,-122.479699,"12/23/15",0.31,0.0,4.0,2.0,2102.0,2666.0,1920.0
15094244,"470 12th Ave, San Francisco, CA",37.779375,-122.470285,"12/10/15",1.48,0.0,2.0,1.5,1630.0,"",1931.0
15094520,"3701 Geary Blvd # 304, San Francisco, CA",37.780939,-122.459167,"12/15/15",0.7855,0.0,2.0,2.0,1214.0,8250.0,1986.0
15094548,"528 2nd Ave, San Francisco, CA",37.778685,-122.459484,"11/25/15",1.45,1.0,"","",2810.0,3049.0,1906.0
15094694,"539 5th Ave, San Francisco, CA",37.778372,-122.463348,"12/9/15",1.24,0.0,"",1.0,925.0,3000.0,1907.0
15094710,"570-572 6TH Ave, San Francisco, CA",37.777803,-122.463721,"11/13/15",1.7,0.0,3.0,"",2750.0,3000.0,1906.0
15095208,"574 18th Ave, San Francisco, CA",37.777141,-122.476669,"12/3/15",1.83,0.0,3.0,1.5,2050.0,3000.0,1916.0
15095382,"559 21st Ave, San Francisco, CA",37.77724,-122.480556,"12/16/15",1.25,0.0,2.0,1.0,1400.0,3001.0,1918.0
15095541,"3321 Anza St, San Francisco, CA",37.777956,-122.483984,"12/31/15",2.27,0.0,8.0,6.0,4729.0,2430.0,1905.0
15095745,"654 30th Ave, San Francisco, CA",37.776903,-122.489545,"11/25/15",1.58,0.0,3.0,1.5,1900.0,3049.0,1927.0
15095966,"699 36th Ave APT 408, San Francisco, CA",37.775999,-122.49655,"12/15/15",0.9249999999999999,0.0,3.0,3.0,1639.0,1742.0,1997.0
15096484,"716 Great Hwy # 1, San Francisco, CA",37.774947,-122.51065,"12/16/15",0.9119999999999999,0.0,3.0,2.0,1600.0,"",1990.0
15096544,"783 La Playa St # 2, San Francisco, CA",37.77369,-122.51034,"12/14/15",0.535,0.0,1.0,1.0,667.0,"",1991.0
15096577,"739 48th Ave, San Francisco, CA",37.774398,-122.509364,"1/5/16",0.945,0.0,"",2.0,1368.0,3000.0,1957.0
15096806,"744 44th Ave, San Francisco, CA",37.774487,-122.504423,"11/10/15",1.23,0.0,4.0,3.0,2380.0,4199.0,1926.0
15097178,"760 35th Ave, San Francisco, CA",37.774688,-122.494764,"12/1/15",1.81,0.0,8.0,5.0,3905.0,3598.0,1965.0
15097633,"623 23rd Ave, San Francisco, CA",37.775847,-122.482595,"12/1/15",0.955,0.0,2.0,1.0,1085.0,2770.0,1920.0
15097709,"668 23rd Ave, San Francisco, CA",37.775173,-122.481902,"11/25/15",1.12,0.0,"",1.0,1325.0,2996.0,1922.0
15098770,"790 7th Ave APT 104, San Francisco, CA",37.773831,-122.464603,"12/22/15",0.6,0.0,2.0,1.0,560.0,"",1981.0
15099387,"735 22nd Ave, San Francisco, CA",37.773876,-122.481388,"12/14/15",0.0059949999999999995,0.0,4.0,2.0,1800.0,2996.0,1921.0
15099711,"886 30th Ave, San Francisco, CA",37.772625,-122.48928,"11/12/15",1.38,0.0,2.0,3.0,1990.0,2375.0,1929.0
15100149,"806 39th Ave, San Francisco, CA",37.773556,-122.499019,"11/20/15",1.05,0.0,"",1.0,1375.0,2374.0,1926.0
15100309,"801 42nd Ave, San Francisco, CA",37.773449,-122.502803,"12/18/15",1.46,0.0,3.0,3.0,2730.0,2250.0,1923.0
15100665,"855 La Playa St APT 360, San Francisco, CA",37.772199,-122.510375,"1/20/16",0.75,0.0,2.0,2.0,1193.0,"",1982.0
15100990,"4220 Irving St, San Francisco, CA",37.762654,-122.503312,"1/21/16",1.15,0.0,3.0,2.0,1675.0,2495.0,1950.0
15101068,"1223 41st Ave, San Francisco, CA",37.763885,-122.501124,"11/25/15",1.1,0.0,3.0,2.0,1771.0,2996.0,1938.0
15101712,"1216 28th Ave, San Francisco, CA",37.764647,-122.486547,"11/18/15",2.02,0.0,5.0,2.5,2666.0,4791.0,1924.0
15101817,"1246 25th Ave, San Francisco, CA",37.76426,-122.483293,"12/31/15",1.16,0.0,2.0,2.0,1760.0,3000.0,1940.0
15101927,"1271 21st Ave, San Francisco, CA",37.764011,-122.479634,"1/4/16",1.85,1.0,"","",3170.0,3001.0,1983.0
15101998,"1259 18th Ave, San Francisco, CA",37.764358,-122.476436,"11/24/15",1.5,0.0,3.0,3.0,2236.0,3049.0,1924.0
15102413,"1251 2nd Ave, San Francisco, CA",37.765164,-122.459097,"12/17/15",1.6,0.0,"",3.0,4480.0,2108.0,1908.0
15102663,"1337-1339 8TH Ave, San Francisco, CA",37.763311,-122.465518,"12/15/15",0.7799999999999999,0.0,"",3.0,1800.0,2996.0,1912.0
15102698,"1310 10th Ave, San Francisco, CA",37.763697,-122.467077,"11/24/15",1.83,0.0,3.0,3.0,1880.0,2374.0,1908.0
15102704,"1351 10th Ave, San Francisco, CA",37.76301,-122.467642,"11/13/15",1.67,0.0,2.0,1.0,1152.0,2996.0,1940.0
15102806,"1300 Funston Ave, San Francisco, CA",37.763717,-122.470365,"12/11/15",1.15,0.0,"",2.0,1050.0,1438.0,1941.0
15102829,"1387 14th Ave, San Francisco, CA",37.762208,-122.471851,"1/4/16",1.66,0.0,4.0,2.0,1926.0,2495.0,1931.0
15103364,"1383 29th Ave, San Francisco, CA",37.761563,-122.488023,"12/17/15",1.18,0.0,4.0,2.0,1475.0,2500.0,1941.0
